ORFquery	contig	target	evalue	pvalue	n_aligned_positions	hmm_coverage
sample3_99_3	sample3_99	VOG0641/PFAM:PF05105.11-Bacteriophage-holin	1.5222818967709763e-47	1.75015164034373e-51	138	0.9928057553956835
sample3_5_54	sample3_5	podo_cluster.52/PDB:1Z9F_A-Single-stranded-DNA-binding-protein	3.976143923332288e-47	4.5713312523939847e-51	135	0.9782608695652174
sample3_57_1	sample3_57	ino_cluster.33/PFAM:PF07459.10-RstB-protein	1.442096115070126e-46	1.6579628823524096e-50	100	0.9803921568627451
sample3_39_4	sample3_39	podo_cluster.17/PDB:3HDF_A-Lysozyme	9.077315304447712e-46	1.0436094854504153e-49	143	0.5315985130111525
sample3_127_3	sample3_127	VOG4548/PDB:5JXR_A-Chromatin-remodeling-complex-ATPase	3.3453131387191804e-45	3.84607167017611e-49	248	0.34978843441466856
sample3_2_34	sample3_2	VOG4618/CDD:cd16403-ParB-like-protein	9.780416494013804e-45	1.1244442968514375e-48	200	0.9049773755656109
sample3_10_1	sample3_10	unclassified_caudo_cluster.5/PDB:2FJR_A-Repressor-protein-CI	5.495060202202829e-44	6.317613476894492e-48	235	0.9325396825396826
sample3_15_15	sample3_15	VOG1581/PFAM:PF09355.9-Phage-protein	1.2182224633001389e-43	1.4005776768224177e-47	125	0.7911392405063291
sample3_56_2	sample3_56	VOG0322/PFAM:PF13479.5-AAA-domain-protein	3.628784875590538e-43	4.171976173362311e-47	244	0.6684931506849315
sample3_22_2	sample3_22	podo_cluster.9/PDB:5HML_B-Exonuclease	3.693607103496334e-40	4.2465016135851165e-44	243	0.7253731343283583
sample3_14_23	sample3_14	unclassified_dsDNA_phage_cluster.33/PFAM:PF13395.5-HNH-endonuclease	5.999654527745427e-38	6.897740317021645e-42	163	0.8232323232323232
sample3_2_62	sample3_2	VOG0322/PFAM:PF13479.5-AAA-domain-protein	1.4343769921674446e-37	1.6490882871550295e-41	254	0.6958904109589041
sample3_115_2	sample3_115	VOG0238/PDB:5IV5_ZA-Baseplate-wedge-protein	3.110428816840755e-37	3.5760276119116525e-41	96	0.9230769230769231
sample3_10_9	sample3_10	VOG0054/PFAM:PF04531.12-Bacteriophage-holin	4.530462971375655e-37	5.208626088038233e-41	84	0.4970414201183432
sample3_18_13	sample3_18	VOG1243/PDB:1OB8_A-Resolvase	5.1530629451587265e-36	5.9244227927784855e-40	113	0.9338842975206612
sample3_25_6	sample3_25	marseille_cluster.47/PDB:1JL1_A-RIBONUCLEASE-HI	5.421726637874942e-36	6.233302641842885e-40	138	0.9387755102040817
sample3_9_30	sample3_9	VOG1243/PDB:1OB8_A-Resolvase	1.5525568800804847e-35	1.7849584733047653e-39	113	0.9338842975206612
sample3_86_4	sample3_86	phycodna_cluster.251/PDB:2END_A-Endonuclease	2.2521721739659383e-35	2.5892988893607018e-39	135	0.9375
sample3_14_26	sample3_14	podo_cluster.9/PDB:5HML_B-Exonuclease	4.288717972465126e-35	4.930694380852065e-39	246	0.7343283582089553
sample3_2_14	sample3_2	VOG0573/PDB:4RU3_A-phage-baseplate	3.293093244454634e-34	3.7860350016723776e-38	200	0.8968609865470852
sample3_45_3	sample3_45	ino_cluster.15/PFAM:PF17091.4-G7P-protein	5.579447551418331e-34	6.414632733293091e-38	79	1.0
sample3_3_51	sample3_3	cdd_cluster.7/CDD:COG3926-Lysozyme	1.1118195622277092e-33	1.2782473697720272e-37	159	0.6284584980237155
sample3_48_4	sample3_48	podo_cluster.15/PDB:1M0D_D-endodeoxyribonuclease-I	4.3068000439811956e-33	4.95148315012784e-37	145	0.8100558659217877
sample3_62_5	sample3_62	unclassified_caudo_cluster.57/PDB:1TG6_E-Putative-ATP-dependent-Clp-protease	5.102448067606313e-33	5.866231395270537e-37	146	0.6320346320346321
sample3_4_27	sample3_4	podo_cluster.97/PDB:1Z19_B-Integrase	6.582079299426667e-33	7.567348010377865e-37	266	0.8778877887788779
sample3_16_23	sample3_16	podo_cluster.9/PDB:5HML_B-Exonuclease	6.021721639149447e-32	6.923110645147673e-36	219	0.6537313432835821
sample3_48_5	sample3_48	podo_cluster.15/PDB:1M0D_D-endodeoxyribonuclease-I	1.7067126486953952e-31	1.9621897547659178e-35	145	0.8100558659217877
sample3_16_12	sample3_16	VOG0026/PDB:4XVI_A-DNA-polymerase	4.2723306679127136e-30	4.911854067501396e-34	142	0.1775
sample3_51_5	sample3_51	microviridae_cluster.2/PFAM:PF12025.7-protein-C	5.244595496421224e-30	6.02965681354475e-34	66	0.7674418604651163
sample3_168_3	sample3_168	plasmid_cluster.46/PFAM:PF06504.10-Replication-protein-C	1.0408485453938077e-29	1.1966527309655182e-33	123	0.5324675324675324
sample3_10_10	sample3_10	herell_cluster.202/PDB:4OLS_C-Endolysin	3.288436253426034e-29	3.780680907594889e-33	330	0.712742980561555
sample3_16_24	sample3_16	ackermann_cluster.263/PDB:1A73_B-Endonuclease	9.681819337768388e-29	1.1131086844985501e-32	147	0.8497109826589595
sample3_70_5	sample3_70	VOG3382/UniProt:tr|A0A0G2UEC9_9VIRU-DNA-binding-protein	9.993889295748651e-29	1.1489870425096173e-32	86	0.9885057471264368
sample3_5_56	sample3_5	VOG0536/PFAM:PF06356.10-Endonuclease	1.635922785931403e-28	1.8808033869066487e-32	77	0.5238095238095238
sample3_326_3	sample3_326	podo_cluster.4/PDB:2KFZ_A-DNA-polymerase	2.2282348682203538e-28	2.561778418280471e-32	149	0.21783625730994152
sample3_71_3	sample3_71	VOG0641/PFAM:PF05105.11-Bacteriophage-holin	2.976634290698941e-27	3.4222054388352964e-31	120	0.8633093525179856
sample3_10_21	sample3_10	VOG0724/PDB:4ACV_B-Antigen-protein	2.6667013718013065e-26	3.065878790298122e-30	124	0.9538461538461539
sample3_13_31	sample3_13	VOG4550/PDB:5IV5_BD-Baseplate-wedge-protein	1.093680762950833e-25	1.2573933811805391e-29	189	0.8289473684210527
sample3_1_17	sample3_1	unclassified_dsDNA_phage_cluster.33/PFAM:PF13395.5-HNH-endonuclease	1.812140225192498e-25	2.0833987413112185e-29	172	0.8686868686868687
sample3_257_3	sample3_257	VOG4841/PDB:5H0M_A-HNH-endonuclease	3.573256765821747e-25	4.108136083952342e-29	90	0.3409090909090909
sample3_4_43	sample3_4	VOG4693/PFAM:PF05866.10-Endodeoxyribonuclease-Rus	8.574110161850576e-23	9.857565143539406e-27	132	0.5892857142857143
sample3_7_11	sample3_7	crass_cluster.22/PDB:1MK0_A-intron-associated-endonuclease	4.2328438838652365e-22	4.8664565231837624e-26	193	0.8812785388127854
sample3_4_53	sample3_4	podo_cluster.2/PFAM:PF05551.10-homing-endonuclease	5.625218326317783e-22	6.467254916438012e-26	134	0.5877192982456141
sample3_4_49	sample3_4	sipho_cluster.30/PDB:3WH1_A-Chitinase-	6.660033896613117e-22	7.656971598773416e-26	159	0.352549889135255
sample3_48_3	sample3_48	VOG0021/PDB:1JE5_B-DNA-Helix-Destabilizing-Protein	1.5990012454445139e-21	1.8383550763905656e-25	177	0.6
sample3_1_13	sample3_1	podo_cluster.2/PFAM:PF05551.10-homing-endonuclease	7.942270595961339e-21	9.131145775996022e-25	95	0.4166666666666667
sample3_11_4	sample3_11	halo_cluster.89/PDB:5G2X_C-Transferase	1.6590848484779756e-20	1.9074325689560537e-24	95	0.7786885245901639
sample3_245_2	sample3_245	ackermann_cluster.221/UniProtKB:D7RMF1_9CAUD-DNA-end-protector-protein-	1.8792982730958116e-20	2.1606096494548305e-24	155	0.6595744680851063
sample3_142_2	sample3_142	VOG0021/PDB:1JE5_B-DNA-Helix-Destabilizing-Protein	1.113021033996241e-18	1.2796286893495527e-22	112	0.37966101694915255
sample3_5_37	sample3_5	VOG5084/PFAM:PF03374.13-KilA-protein	1.6563244424170021e-18	1.90425895886066e-22	151	0.43515850144092216
sample3_6_54	sample3_6	VOG6373/PDB:3U6X_L-receptor-binding-complex	7.670289395580748e-18	8.818451822925671e-22	85	0.12336719883889695
sample3_313_2	sample3_313	VOG4559/PFAM:PF11753.7-nucelotide-kinase	1.4867745750118527e-17	1.7093292423681912e-21	74	0.23870967741935484
sample3_436_2	sample3_436	cdd_cluster.363/CDD:pfam06056-Putative-ATPase-subunit-of-terminase	1.5820025383149442e-17	1.8188118398654222e-21	33	0.5689655172413793
sample3_21_8	sample3_21	podo_cluster.16/PDB:5IKN_F-DNA-polymerase	1.1739920694179538e-16	1.349726453688151e-20	179	0.31625441696113077
sample3_46_3	sample3_46	podo_cluster.2/PFAM:PF05551.10-homing-endonuclease	1.228229607107491e-16	1.412082785821443e-20	110	0.4824561403508772
sample3_24_16	sample3_24	unclassified_dsDNA_phage_cluster.239/PDB:2FJR_A-Repressor-protein-CI	1.279801214941078e-16	1.471374126168174e-20	137	0.5209125475285171
sample3_13_22	sample3_13	unclassified_dsDNA_phage_cluster.32/PDB:4F55_A-lytic-transglycosylase	2.2391987734718573e-16	2.5743835059460305e-20	117	0.6763005780346821
sample3_67_8	sample3_67	VOG4586/PFAM:PF06488.10-tail-tube-protein	2.311833673187957e-16	2.6578910935708864e-20	117	0.24173553719008264
sample3_6_41	sample3_6	unclassified_dsDNA_phage_cluster.32/PDB:4F55_A-lytic-transglycosylase	3.9727815375323764e-16	4.567465552463068e-20	136	0.7861271676300579
sample3_48_1	sample3_48	VOG0275/PDB:1Z19_B-Integrase	4.453733575478791e-16	5.120411100803393e-20	122	0.25
sample3_371_1	sample3_371	baits_missed.173/PDB:2AU3_A-DNA-primase	5.25202763817324e-16	6.038201469502461e-20	210	0.5454545454545454
sample3_4_55	sample3_4	unclassified_caudo_cluster.63/PDB:5H0M_A-HNH-endonuclease	3.3230638904552442e-15	3.820491941199407e-19	66	0.4748201438848921
sample3_9_29	sample3_9	podo_cluster.16/PDB:5IKN_F-DNA-polymerase	6.359380029879641e-15	7.311312979857026e-19	183	0.32332155477031804
sample3_14_19	sample3_14	VOG4559/PFAM:PF11753.7-nucelotide-kinase	7.256740809544561e-15	8.3429993211595325e-19	133	0.4290322580645161
sample3_16_13	sample3_16	podo_cluster.5/PFAM:PF02945.14-Recombination-endonuclease-VII	2.3219338174119228e-14	2.6695031241801826e-18	98	0.47342995169082125
sample3_7_21	sample3_7	VOG4550/PDB:5IV5_BD-Baseplate-wedge-protein	2.8233604619590712e-14	3.245988114462027e-18	123	0.5394736842105263
sample3_18_12	sample3_18	podo_cluster.16/PDB:5IKN_F-DNA-polymerase	7.171911030931314e-14	8.245471408290773e-18	176	0.31095406360424027
sample3_21_9	sample3_21	podo_cluster.5/PFAM:PF02945.14-Recombination-endonuclease-VII	1.1102426783863635e-13	1.2764344428447499e-17	82	0.3961352657004831
sample3_147_4	sample3_147	podo_cluster.9/PDB:5HML_B-Exonuclease	6.87271746614714e-13	7.901491683314716e-17	87	0.25970149253731345
sample3_56_1	sample3_56	VOG0321/PFAM:PF05565.10-resistance-protein	1.2091854519382284e-12	1.3901879189908351e-16	41	0.25625
sample3_74_4	sample3_74	VOG5504/PDB:3QC7_A-Head-fiber-protein	2.275212727199594e-11	2.61578837341871e-15	49	0.5
sample3_4_36	sample3_4	unclassified_dsDNA_phage_cluster.239/PDB:2FJR_A-Repressor-protein-CI	1.6640399926537875e-10	1.9131294466012733e-14	65	0.24714828897338403
sample3_23_8	sample3_23	unclassified_dsDNA_phage_cluster.73/PFAM:PF11351.7-Holin-of-3TMs	1.7843285391470005e-10	2.0514239355564503e-14	80	0.6557377049180327
sample3_56_10	sample3_56	unclassified_caudo_cluster.5/PDB:2FJR_A-Repressor-protein-CI	3.31994745452062e-10	3.816909007266751e-14	68	0.2698412698412698
sample3_45_9	sample3_45	ino_cluster.3/PDB:4IA8_B-helix-turn-helix-protein	8.47965849057806e-10	9.748975040903724e-14	84	0.4
sample3_2_55	sample3_2	VOG0327/PDB:4QBL_E-Nuclease	5.219586755543058e-09	6.00090452465286e-13	97	0.5672514619883041
sample3_74_5	sample3_74	some_caudo_cluster.g243/PDB:5A21_H-major-tail-protein	1.4631041877935884e-08	1.6821156447385473e-12	86	0.3598326359832636
sample3_25_5	sample3_25	marseille_cluster.47/PDB:1JL1_A-RIBONUCLEASE-HI	2.339439628772472e-08	2.6896293731575903e-12	52	0.35374149659863946
sample3_13_15	sample3_13	podo_cluster.2/PFAM:PF05551.10-homing-endonuclease	2.354824115240511e-08	2.707316757002197e-12	125	0.5482456140350878
sample3_3_46	sample3_3	unclassified_dsDNA_phage_cluster.29/PFAM:PF04233.13-minor-capsid-component	2.5121245215416307e-08	2.888163395656048e-12	90	0.215311004784689
sample3_35_10	sample3_35	ino_cluster.3/PDB:4IA8_B-helix-turn-helix-protein	5.5683265970996515e-08	6.401847087950853e-12	82	0.3904761904761905
sample3_94_5	sample3_94	unclassified_caudo_cluster.5/PDB:2FJR_A-Repressor-protein-CI	7.070867441803895e-08	8.129302646359961e-12	128	0.5079365079365079
sample3_42_7	sample3_42	podo_cluster.2/PFAM:PF05551.10-homing-endonuclease	7.740057950796176e-08	8.898664004134485e-12	64	0.2807017543859649
sample3_5_24	sample3_5	baits_missed.85/PFAM:PF06946.10-Phage_holin_5_1	9.67371269716254e-08	1.1121766724721246e-11	84	0.9438202247191011
sample3_13_8	sample3_13	unclassified_caudo_cluster.57/PDB:1TG6_E-Putative-ATP-dependent-Clp-protease	1.3919042087498136e-07	1.6002577704642604e-11	82	0.354978354978355
sample3_3_19	sample3_3	VOG4606/PFAM:PF04735.11-DNA-helicase	2.301886400014362e-07	2.646454817215868e-11	271	0.34088050314465407
sample3_8_21	sample3_8	podo_cluster.16/PDB:5IKN_F-DNA-polymerase	2.3264144787060291e-07	2.674654493798608e-11	148	0.26148409893992935
sample3_46_1	sample3_46	unclassified_dsDNA_phage_cluster.21/PFAM:PF05272.10-Virulence-associated-protein-	2.8315036607968817e-07	3.2553502653447706e-11	103	0.12131919905771496
sample3_5_33	sample3_5	unclassified_caudo_cluster.37/PDB:1PRA_A-Repressor-protein	3.3481998030197107e-07	3.849390438054392e-11	69	0.5655737704918032
sample3_56_3	sample3_56	VOG0226/PDB:3EIV_D-Single-stranded-DNA-binding-protein	6.423040177695022e-07	7.384502388704325e-11	152	0.5779467680608364
sample3_10_25	sample3_10	ackermann_cluster.27/PDB:5NGJ_B-Tail-tube-protein	9.88417236128976e-07	1.136373000838096e-10	84	0.336
sample3_3_25	sample3_3	baits_missed.408/PDB:3SZ4_A-Exonuclease	1.263406500073257e-06	1.4525252932550668e-10	212	0.8870292887029289
sample3_7_25	sample3_7	podo_cluster.80/PFAM:PF16778.4-Tail-assembly-chaperone	4.687957124388763e-06	5.389695475268756e-10	123	0.9044117647058824
